time;Load_load2_running;Load_load2_terminal_V_re;Load_load2_terminal_V_im;Load_load2_PPu;Load_load1_PPu;MS1_gover_PmPu;MS1_gover_omegaPu;MS1_gen_cePu;MS1_gen_PePu;MS1_gen_cmPu;MS1_gen_PmPu;MS1_gen_ufPu;MS1_gen_efdPu;MS1_gen_omegaPu;MS1_gen_theta;MS1_gen_PGenPu;MS1_gen_QGenPu;MS1_gen_PGen;MS1_gen_QGen;MS1_gen_UPu;MS1_gen_IStatorPu;MS1_gen_IRotorPu;MS1_gen_UStatorPu;MS1_gen_QStatorPu;MS1_gen_thetaInternal;MS2_gen_cePu;MS2_gen_PePu;MS2_gen_cmPu;MS2_gen_PmPu;MS2_gen_ufPu;MS2_gen_efdPu;MS2_gen_omegaPu;MS2_gen_theta;MS2_gen_PGenPu;MS2_gen_QGenPu;MS2_gen_PGen;MS2_gen_QGen;MS2_gen_UPu;MS2_gen_IStatorPu;MS2_gen_IRotorPu;MS2_gen_UStatorPu;MS2_gen_QStatorPu;MS2_gen_thetaInternal;
39.4643;-1;-0.512955;1.15219;0;3.02225;0.569407;1.03812;0.565504;0.58706;0.548499;0.569407;0.00131627;1.81724;1.03812;109.322;2.9353;0.851689;293.53;85.1689;1.26121;2.42335;1.75364;1.26121;0.851689;0.51796;0.017108;0.0177605;-1.92653e-05;-2e-05;0.000798663;1.10263;1.03814;108.821;0.0888025;-0.814542;8.88025;-81.4542;1.33099;0.615607;1.04013;1.33099;-0.814542;0.0105385;
39.5119;-1;-1.05384;0.693777;0;3.02463;0.569913;1.03802;0.566033;0.587552;0.54904;0.569913;0.00131627;1.81724;1.03802;109.891;2.93776;0.852437;293.776;85.2437;1.26171;2.42444;1.75443;1.26171;0.852437;0.517885;0.017094;0.0177442;-1.92672e-05;-2e-05;0.000798663;1.10263;1.03804;109.391;0.0887211;-0.815255;8.87211;-81.5255;1.33151;0.615894;1.04062;1.33151;-0.815255;0.0107555;
39.6072;-1;-1.07468;-0.662895;0;3.0293;0.570924;1.03782;0.567083;0.588527;0.550121;0.570924;0.00131627;1.81724;1.03782;111.026;2.94263;0.853882;294.263;85.3882;1.26268;2.42659;1.75601;1.26268;0.853882;0.51775;0.0170586;0.017704;-1.92709e-05;-2e-05;0.000798663;1.10263;1.03783;110.526;0.0885199;-0.816635;8.85199;-81.6635;1.33253;0.616437;1.04158;1.33253;-0.816635;0.0111726;
39.6548;-1;-0.552742;-1.1358;0;3.03159;0.571429;1.03771;0.567603;0.58901;0.550661;0.571429;0.00131627;1.81724;1.03771;111.591;2.94505;0.85458;294.505;85.458;1.26316;2.42767;1.75678;1.26316;0.85458;0.517689;0.0170372;0.0176801;-1.92728e-05;-2e-05;0.000798663;1.10263;1.03773;111.092;0.0884004;-0.817302;8.84004;-81.7302;1.33303;0.616693;1.04206;1.33303;-0.817302;0.0113728;
39.7501;-1;0.787874;-0.988537;0;3.03611;0.572436;1.03751;0.568637;0.589968;0.551739;0.572436;0.00131627;1.81724;1.03751;112.717;2.94984;0.855926;294.984;85.5926;1.2641;2.4298;1.75831;1.2641;0.855926;0.517578;0.0169879;0.0176254;-1.92766e-05;-2e-05;0.000798663;1.10263;1.03753;112.218;0.0881271;-0.818589;8.81271;-81.8589;1.33401;0.617175;1.04302;1.33401;-0.818589;0.0117569;
39.7977;-1;1.19333;-0.418415;0;3.03832;0.572938;1.03741;0.569149;0.590442;0.552277;0.572938;0.00131627;1.81724;1.03741;113.278;2.95221;0.856575;295.221;85.6575;1.26456;2.43085;1.75906;1.26456;0.856575;0.517529;0.01696;0.0175947;-1.92785e-05;-2e-05;0.000798663;1.10263;1.03743;112.779;0.0879736;-0.819211;8.79736;-81.9211;1.3345;0.617402;1.0435;1.3345;-0.819211;0.0119409;
39.893;-1;0.900041;0.889571;0;3.04268;0.573941;1.03721;0.570165;0.591381;0.55335;0.573941;0.00131627;1.81724;1.03721;114.394;2.95691;0.857826;295.691;85.7826;1.26547;2.43295;1.76054;1.26547;0.857826;0.517442;0.0168981;0.0175272;-1.92822e-05;-2e-05;0.000798663;1.10263;1.03723;113.896;0.0876358;-0.820411;8.76358;-82.0411;1.33545;0.617828;1.04444;1.33545;-0.820411;0.0122935;
39.9406;-1;0.294899;1.23109;0;3.04482;0.574441;1.03711;0.570668;0.591847;0.553886;0.574441;0.00131627;1.81724;1.03711;114.95;2.95923;0.858429;295.923;85.8429;1.26591;2.434;1.76126;1.26591;0.858429;0.517403;0.0168642;0.0174903;-1.92841e-05;-2e-05;0.000798663;1.10263;1.03712;114.452;0.0874515;-0.820989;8.74515;-82.0989;1.33592;0.618027;1.04492;1.33592;-0.820989;0.0124622;
40.0359;-1;-0.970419;0.814271;0;3.04902;0.575438;1.03691;0.571666;0.592767;0.554954;0.575438;0.00131627;1.81724;1.03691;116.058;2.96384;0.85959;296.384;85.959;1.26679;2.43606;1.76269;1.26679;0.85959;0.517338;0.0167908;0.0174108;-1.92878e-05;-2e-05;0.000798663;1.10263;1.03692;115.56;0.0870541;-0.822105;8.70541;-82.2105;1.33684;0.6184;1.04585;1.33684;-0.822105;0.0127845;
40.0835;-1;-1.25365;0.184957;0;3.05109;0.575935;1.03681;0.57216;0.593223;0.555486;0.575935;0.00131627;1.81724;1.03681;116.61;2.96612;0.860149;296.612;86.0149;1.26722;2.43709;1.7634;1.26722;0.860149;0.51731;0.0167513;0.0173682;-1.92897e-05;-2e-05;0.000798663;1.10263;1.03682;116.112;0.0868408;-0.822643;8.68408;-82.2643;1.33729;0.618573;1.04632;1.33729;-0.822643;0.0129384;
40.1788;-1;-0.73517;-1.0332;0;3.05515;0.576926;1.03661;0.573141;0.594126;0.556548;0.576926;0.00131627;1.81724;1.03661;117.709;2.97063;0.861224;297.063;86.1224;1.26806;2.43912;1.76478;1.26806;0.861224;0.517264;0.0166669;0.0172773;-1.92934e-05;-2e-05;0.000798663;1.10263;1.03662;117.211;0.0863867;-0.823679;8.63867;-82.3679;1.33818;0.618896;1.04724;1.33818;-0.823679;0.0132318;
40.2264;-1;-0.0902893;-1.26525;0;3.05714;0.577419;1.03652;0.573626;0.594573;0.557077;0.577419;0.00131627;1.81724;1.03652;118.256;2.97287;0.861741;297.287;86.1741;1.26847;2.44013;1.76546;1.26847;0.861741;0.517246;0.016622;0.0172292;-1.92952e-05;-2e-05;0.000798663;1.10263;1.03653;117.759;0.0861458;-0.824178;8.61458;-82.4178;1.33862;0.619045;1.0477;1.33862;-0.824178;0.0133714;
40.3217;-1;1.08072;-0.665678;0;3.06105;0.578401;1.03632;0.574589;0.595458;0.55813;0.578401;0.00131627;1.81724;1.03632;119.346;2.97729;0.862734;297.729;86.2734;1.26928;2.44214;1.7668;1.26928;0.862734;0.51722;0.0165273;0.0171277;-1.92989e-05;-2e-05;0.000798663;1.10263;1.03633;118.849;0.0856385;-0.825138;8.56385;-82.5138;1.33949;0.61932;1.04861;1.33949;-0.825138;0.0136369;
40.3693;-1;1.26963;-0.0118037;0;3.06298;0.578891;1.03622;0.575066;0.595896;0.558655;0.578891;0.00131627;1.81724;1.03622;119.888;2.97948;0.863211;297.948;86.3211;1.26968;2.44313;1.76746;1.26968;0.863211;0.517211;0.0164775;0.0170744;-1.93007e-05;-2e-05;0.000798663;1.10263;1.03623;119.392;0.0853721;-0.825599;8.53721;-82.5599;1.33991;0.619446;1.04906;1.33991;-0.825599;0.013763;
40.4646;-1;0.607899;1.11559;0;3.06675;0.579865;1.03603;0.57601;0.596762;0.5597;0.579865;0.00131627;1.81724;1.03603;120.97;2.98381;0.864126;298.381;86.4126;1.27046;2.44511;1.76876;1.27046;0.864126;0.517202;0.0163733;0.0169633;-1.93044e-05;-2e-05;0.000798663;1.10263;1.03603;120.473;0.0848163;-0.826486;8.48163;-82.6486;1.34074;0.619677;1.04996;1.34074;-0.826486;0.0140019;
40.5122;-1;-0.0501404;1.26986;0;3.06861;0.580349;1.03593;0.576478;0.597191;0.560221;0.580349;0.00131627;1.81724;1.03593;121.508;2.98595;0.864565;298.595;86.4565;1.27085;2.44608;1.7694;1.27085;0.864565;0.517201;0.016319;0.0169054;-1.93062e-05;-2e-05;0.000798663;1.10263;1.03594;121.011;0.084527;-0.826912;8.4527;-82.6912;1.34115;0.619781;1.05041;1.34115;-0.826912;0.0141149;
40.6075;-1;-1.14005;0.563257;0;3.07225;0.581314;1.03574;0.577404;0.598039;0.561256;0.581314;0.00131627;1.81724;1.03574;122.58;2.9902;0.865406;299.02;86.5406;1.2716;2.44802;1.77065;1.2716;0.865406;0.517209;0.0162063;0.0167855;-1.93098e-05;-2e-05;0.000798663;1.10263;1.03574;122.084;0.0839277;-0.82773;8.39277;-82.773;1.34196;0.619971;1.05129;1.34196;-0.82773;0.0143286;
40.6551;-1;-1.26838;-0.095522;0;3.07403;0.581794;1.03564;0.577863;0.598459;0.561772;0.581794;0.00131627;1.81724;1.03564;123.114;2.99229;0.865808;299.229;86.5808;1.27197;2.44898;1.77127;1.27197;0.865808;0.517216;0.0161479;0.0167235;-1.93116e-05;-2e-05;0.000798663;1.10263;1.03565;122.618;0.0836177;-0.828122;8.36177;-82.8122;1.34235;0.620055;1.05173;1.34235;-0.828122;0.0144292;
40.7504;-1;-0.532648;-1.15587;0;3.07754;0.582748;1.03545;0.578771;0.599288;0.562797;0.582748;0.00131627;1.81724;1.03545;124.178;2.99644;0.866578;299.644;86.6578;1.2727;2.45088;1.77249;1.2727;0.866578;0.517239;0.0160276;0.0165958;-1.93152e-05;-2e-05;0.000798663;1.10263;1.03545;123.682;0.082979;-0.828874;8.2979;-82.8874;1.34313;0.620206;1.0526;1.34313;-0.828874;0.0146187;
40.798;-1;0.124496;-1.26695;0;3.07926;0.583223;1.03536;0.57922;0.599699;0.563307;0.583223;0.00131627;1.81724;1.03536;124.708;2.99849;0.866946;299.849;86.6946;1.27305;2.45183;1.77308;1.27305;0.866946;0.517254;0.0159655;0.01653;-1.9317e-05;-2e-05;0.000798663;1.10263;1.03536;124.212;0.0826502;-0.829234;8.26502;-82.9234;1.34351;0.620271;1.05303;1.34351;-0.829234;0.0147075;
40.8933;-1;1.16431;-0.516556;0;3.08265;0.584167;1.03517;0.58011;0.60051;0.564321;0.584167;0.00131627;1.81724;1.03517;125.763;3.00255;0.86765;300.255;86.765;1.27375;2.4537;1.77426;1.27375;0.86765;0.517291;0.015838;0.016395;-1.93205e-05;-2e-05;0.000798663;1.10263;1.03517;125.267;0.081975;-0.829924;8.1975;-82.9924;1.34427;0.620385;1.05389;1.34427;-0.829924;0.0148739;
40.9409;-1;1.26668;0.137274;0;3.08431;0.584636;1.03507;0.58055;0.600911;0.564826;0.584636;0.00131627;1.81724;1.03507;126.289;3.00456;0.867985;300.456;86.7985;1.2741;2.45462;1.77483;1.2741;0.867985;0.517312;0.0157725;0.0163257;-1.93223e-05;-2e-05;0.000798663;1.10263;1.03507;125.793;0.0816287;-0.830253;8.16287;-83.0253;1.34464;0.620433;1.05432;1.34464;-0.830253;0.0149515;
41.0362;-1;0.51514;1.16605;0;3.08756;0.585568;1.03489;0.581421;0.601705;0.565828;0.585568;0.00131627;1.81724;1.03489;127.336;3.00852;0.868625;300.852;86.8625;1.27477;2.45645;1.77597;1.27477;0.868625;0.517362;0.0156384;0.016184;-1.93258e-05;-2e-05;0.000798663;1.10263;1.03489;126.84;0.0809202;-0.830883;8.09202;-83.0883;1.34536;0.620513;1.05516;1.34536;-0.830883;0.015096;
41.0838;-1;-0.134056;1.26803;0;3.08916;0.586031;1.03479;0.581852;0.602097;0.566327;0.586031;0.00131627;1.81724;1.03479;127.857;3.01049;0.868929;301.049;86.8929;1.2751;2.45736;1.77653;1.2751;0.868929;0.51739;0.0155698;0.0161116;-1.93275e-05;-2e-05;0.000798663;1.10263;1.03479;127.361;0.080558;-0.831184;8.0558;-83.1184;1.34572;0.620545;1.05558;1.34572;-0.831184;0.0151628;
41.1791;-1;-1.16122;0.528284;0;3.0923;0.586952;1.03461;0.582705;0.602872;0.567317;0.586952;0.00131627;1.81724;1.03461;128.896;3.01436;0.869508;301.436;86.9508;1.27575;2.45916;1.77763;1.27575;0.869508;0.517452;0.0154299;0.0159639;-1.9331e-05;-2e-05;0.000798663;1.10263;1.03461;128.4;0.0798194;-0.831757;7.98194;-83.1757;1.34642;0.620593;1.05641;1.34642;-0.831757;0.0152864;
41.2267;-1;-1.27087;-0.114996;0;3.09384;0.587409;1.03452;0.583127;0.603256;0.567809;0.587409;0.00131627;1.81724;1.03452;129.413;3.01628;0.869783;301.628;86.9783;1.27606;2.46005;1.77816;1.27606;0.869783;0.517486;0.0153585;0.0158886;-1.93327e-05;-2e-05;0.000798663;1.10263;1.03452;128.917;0.0794431;-0.83203;7.94431;-83.203;1.34676;0.620609;1.05682;1.34676;-0.83203;0.0153431;
41.322;-1;-0.555611;-1.14945;0;3.09686;0.588316;1.03434;0.583962;0.604013;0.568786;0.588316;0.00131627;1.81724;1.03434;130.443;3.02007;0.870305;302.007;87.0305;1.27669;2.46181;1.77922;1.27669;0.870305;0.517559;0.0152132;0.0157356;-1.93361e-05;-2e-05;0.000798663;1.10263;1.03434;129.947;0.0786779;-0.832549;7.86779;-83.2549;1.34744;0.620627;1.05764;1.34744;-0.832549;0.0154468;
41.3696;-1;0.0802103;-1.27447;0;3.09835;0.588767;1.03425;0.584375;0.604387;0.569271;0.588767;0.00131627;1.81724;1.03425;130.957;3.02194;0.870552;302.194;87.0552;1.27699;2.46269;1.77975;1.27699;0.870552;0.517599;0.0151394;0.0156578;-1.93378e-05;-2e-05;0.000798663;1.10263;1.03425;130.461;0.0782891;-0.832796;7.82891;-83.2796;1.34777;0.620629;1.05804;1.34777;-0.832796;0.0154939;
41.4649;-1;1.12981;-0.596468;0;3.10125;0.589662;1.03407;0.585191;0.605127;0.570235;0.589662;0.00131627;1.81724;1.03407;131.979;3.02563;0.871019;302.563;87.1019;1.27759;2.46441;1.78077;1.27759;0.871019;0.517682;0.0149895;0.0155001;-1.93411e-05;-2e-05;0.000798663;1.10263;1.03407;131.483;0.0775004;-0.833265;7.75004;-83.3265;1.34843;0.62062;1.05885;1.34843;-0.833265;0.0155788;
41.5125;-1;1.27754;0.0298261;0;3.10268;0.590106;1.03398;0.585594;0.605492;0.570714;0.590106;0.00131627;1.81724;1.03398;132.488;3.02746;0.87124;302.746;87.124;1.27789;2.46527;1.78127;1.27789;0.87124;0.517726;0.0149134;0.0154201;-1.93428e-05;-2e-05;0.000798663;1.10263;1.03398;131.992;0.0771006;-0.833487;7.71006;-83.3487;1.34875;0.620609;1.05924;1.34875;-0.833487;0.0156166;
41.6078;-1;0.649877;1.10096;0;3.10548;0.590987;1.0338;0.586393;0.606214;0.571664;0.590987;0.00131627;1.81724;1.0338;133.502;3.03107;0.871656;303.107;87.1656;1.27846;2.46696;1.78226;1.27846;0.871656;0.517819;0.0147593;0.0152582;-1.93461e-05;-2e-05;0.000798663;1.10263;1.0338;133.006;0.0762909;-0.833907;7.62909;-83.3907;1.34938;0.620574;1.06003;1.34938;-0.833907;0.0156837;
41.6554;-1;0.0359455;1.27824;0;3.10685;0.591425;1.03372;0.586787;0.606571;0.572135;0.591425;0.00131627;1.81724;1.03372;134.007;3.03285;0.871851;303.285;87.1851;1.27874;2.4678;1.78275;1.27874;0.871851;0.517868;0.0146813;0.0151762;-1.93477e-05;-2e-05;0.000798663;1.10263;1.03371;133.511;0.0758812;-0.834105;7.58812;-83.4105;1.34969;0.62055;1.06042;1.34969;-0.834105;0.0157129;
41.7507;-1;-1.0612;0.71447;0;3.10955;0.592292;1.03354;0.587567;0.607275;0.573071;0.592292;0.00131627;1.81724;1.03354;135.014;3.03638;0.872218;303.638;87.2218;1.2793;2.46945;1.7837;1.2793;0.872218;0.51797;0.0145235;0.0150106;-1.9351e-05;-2e-05;0.000798663;1.10263;1.03354;134.518;0.0750531;-0.834479;7.50531;-83.4479;1.3503;0.620491;1.06119;1.3503;-0.834479;0.0157631;
41.7983;-1;-1.27424;0.116701;0;3.11087;0.592723;1.03346;0.587953;0.607623;0.573535;0.592723;0.00131627;1.81724;1.03346;135.515;3.03812;0.87239;303.812;87.239;1.27957;2.47027;1.78417;1.27957;0.87239;0.518023;0.0144438;0.014927;-1.93526e-05;-2e-05;0.000798663;1.10263;1.03345;135.019;0.0746348;-0.834656;7.46348;-83.4656;1.3506;0.620456;1.06158;1.3506;-0.834656;0.0157842;
41.8936;-1;-0.788399;-1.00851;0;3.11346;0.593577;1.03328;0.588715;0.60831;0.574456;0.593577;0.00131627;1.81724;1.03328;136.514;3.04155;0.872711;304.155;87.2711;1.2801;2.47189;1.7851;1.2801;0.872711;0.518132;0.0142828;0.0147581;-1.93558e-05;-2e-05;0.000798663;1.10263;1.03328;136.018;0.0737906;-0.834986;7.37906;-83.4986;1.35118;0.620375;1.06233;1.35118;-0.834986;0.0158184;
41.9412;-1;-0.211716;-1.26274;0;3.11473;0.594;1.0332;0.589092;0.608649;0.574913;0.594;0.00131627;1.81724;1.0332;137.011;3.04325;0.87286;304.325;87.286;1.28036;2.47269;1.78555;1.28036;0.87286;0.518189;0.0142015;0.014673;-1.93574e-05;-2e-05;0.000798663;1.10263;1.0332;136.515;0.0733648;-0.835141;7.33648;-83.5141;1.35147;0.620329;1.06271;1.35147;-0.835141;0.0158316;
42.0365;-1;0.940769;-0.869252;0;3.11723;0.594839;1.03303;0.589836;0.609319;0.575819;0.594839;0.00131627;1.81724;1.03303;138.002;3.0466;0.873138;304.66;87.3138;1.28088;2.47428;1.78644;1.28088;0.873138;0.518306;0.0140378;0.0145014;-1.93606e-05;-2e-05;0.000798663;1.10263;1.03303;137.506;0.0725071;-0.835431;7.25071;-83.5431;1.35204;0.620228;1.06345;1.35204;-0.835431;0.0158508;
42.0841;-1;1.24057;-0.319794;0;3.11845;0.595255;1.03295;0.590204;0.60965;0.576268;0.595255;0.00131627;1.81724;1.03295;138.496;3.04825;0.873266;304.825;87.3266;1.28113;2.47506;1.78688;1.28113;0.873266;0.518366;0.0139553;0.014415;-1.93621e-05;-2e-05;0.000798663;1.10263;1.03294;137.999;0.0720751;-0.835566;7.20751;-83.5566;1.35232;0.620172;1.06382;1.35232;-0.835566;0.0158568;
42.1794;-1;0.953967;0.85586;0;3.12084;0.59608;1.03278;0.59093;0.610303;0.577159;0.59608;0.00131627;1.81724;1.03278;139.48;3.05152;0.873503;305.152;87.3503;1.28162;2.47661;1.78773;1.28162;0.873503;0.51849;0.0137892;0.0142412;-1.93652e-05;-2e-05;0.000798663;1.10263;1.03278;138.983;0.0712061;-0.835817;7.12061;-83.5817;1.35286;0.620052;1.06455;1.35286;-0.835817;0.0158617;
42.227;-1;0.439111;1.2043;0;3.12202;0.596489;1.0327;0.591289;0.610625;0.5776;0.596489;0.00131627;1.81724;1.0327;139.97;3.05313;0.873611;305.313;87.3611;1.28186;2.47738;1.78816;1.28186;0.873611;0.518553;0.0137057;0.0141538;-1.93668e-05;-2e-05;0.000798663;1.10263;1.0327;139.473;0.070769;-0.835933;7.0769;-83.5933;1.35313;0.619987;1.06491;1.35313;-0.835933;0.0158608;
42.3223;-1;-0.751898;1.03876;0;3.12432;0.597299;1.03254;0.591998;0.611262;0.578475;0.597299;0.00131627;1.81724;1.03254;140.946;3.05631;0.873809;305.631;87.3809;1.28233;2.47889;1.78898;1.28233;0.873809;0.518682;0.0135377;0.0139781;-1.93698e-05;-2e-05;0.000798663;1.10263;1.03253;140.449;0.0698905;-0.836148;6.98905;-83.6148;1.35366;0.619849;1.06563;1.35366;-0.836148;0.0158524;
42.3699;-1;-1.1504;0.567063;0;3.12545;0.5977;1.03246;0.592348;0.611576;0.578909;0.5977;0.00131627;1.81724;1.03246;141.432;3.05788;0.873898;305.788;87.3898;1.28257;2.47964;1.78939;1.28257;0.873898;0.518748;0.0134533;0.0138899;-1.93713e-05;-2e-05;0.000798663;1.10263;1.03245;140.935;0.0694493;-0.836246;6.94493;-83.6246;1.35392;0.619776;1.06598;1.35392;-0.836246;0.015845;
42.4652;-1;-1.11912;-0.627459;0;3.12767;0.598495;1.0323;0.59304;0.612196;0.579768;0.598495;0.00131627;1.81724;1.0323;142.402;3.06098;0.874059;306.098;87.4059;1.28302;2.48112;1.79019;1.28302;0.874059;0.518883;0.0132837;0.0137127;-1.93743e-05;-2e-05;0.000798663;1.10263;1.03229;141.904;0.0685634;-0.836426;6.85634;-83.6426;1.35442;0.619623;1.06668;1.35442;-0.836426;0.015824;
42.6557;-1;0.976403;-0.833677;0;3.13192;0.600056;1.03199;0.594389;0.613403;0.581456;0.600056;0.00131627;1.81724;1.03199;144.326;3.06701;0.874314;306.701;87.4314;1.28389;2.48401;1.79173;1.28389;0.874314;0.519162;0.0129424;0.0133563;-1.93802e-05;-2e-05;0.000798663;1.10263;1.03198;143.828;0.0667814;-0.836722;6.67814;-83.6722;1.3554;0.619287;1.06805;1.3554;-0.836722;0.015759;
42.7509;-1;1.24494;0.315574;0;3.13397;0.600821;1.03184;0.595047;0.61399;0.582283;0.600821;0.00131627;1.81724;1.03184;145.281;3.06995;0.874409;306.995;87.4409;1.28431;2.48542;1.79247;1.28431;0.874409;0.519306;0.0127707;0.0131772;-1.93831e-05;-2e-05;0.000798663;1.10263;1.03183;144.783;0.0658859;-0.836838;6.58859;-83.6838;1.35587;0.619105;1.06872;1.35587;-0.836838;0.0157153;
42.9415;-1;-0.697687;1.07924;0;3.13789;0.60232;1.03154;0.596328;0.615134;0.583906;0.60232;0.00131627;1.81724;1.03154;147.178;3.07567;0.874538;307.567;87.4538;1.28512;2.48817;1.7939;1.28512;0.874538;0.519601;0.0124265;0.0128183;-1.93887e-05;-2e-05;0.000798663;1.10263;1.03153;146.679;0.0640915;-0.837015;6.40915;-83.7015;1.35678;0.618717;1.07003;1.35678;-0.837015;0.0156076;
43.0367;-1;-1.28353;0.0711939;0;3.13978;0.603055;1.03139;0.596953;0.615691;0.584701;0.603055;0.00131627;1.81724;1.03139;148.119;3.07845;0.874574;307.845;87.4574;1.2855;2.48951;1.79459;1.2855;0.874574;0.519751;0.012254;0.0126386;-1.93915e-05;-2e-05;0.000798663;1.10263;1.03138;147.62;0.0631929;-0.837076;6.31929;-83.7076;1.35722;0.618512;1.07068;1.35722;-0.837076;0.0155438;
43.2273;-1;0.310526;-1.2482;0;3.1434;0.604493;1.0311;0.598169;0.616773;0.58626;0.604493;0.00131627;1.81724;1.0311;149.99;3.08386;0.874593;308.386;87.4593;1.28624;2.49213;1.79592;1.28624;0.874593;0.520059;0.0119092;0.0122795;-1.93969e-05;-2e-05;0.000798663;1.10263;1.03109;149.49;0.0613975;-0.837147;6.13975;-83.7147;1.35806;0.618083;1.07193;1.35806;-0.837147;0.0153989;
43.3225;-1;1.18584;-0.49911;0;3.14513;0.605197;1.03096;0.598761;0.617299;0.587023;0.605197;0.00131627;1.81724;1.03096;150.918;3.08649;0.874577;308.649;87.4577;1.2866;2.49341;1.79656;1.2866;0.874577;0.520215;0.011737;0.0121002;-1.93996e-05;-2e-05;0.000798663;1.10263;1.03095;150.419;0.0605012;-0.837158;6.05012;-83.7158;1.35847;0.617858;1.07255;1.35847;-0.837158;0.0153178;
43.3702;-1;1.28411;0.0827077;0;3.14598;0.605545;1.03089;0.599053;0.617558;0.5874;0.605545;0.00131627;1.81724;1.03089;151.381;3.08779;0.874563;308.779;87.4563;1.28677;2.49404;1.79687;1.28677;0.874563;0.520294;0.0116509;0.0120107;-1.94009e-05;-2e-05;0.000798663;1.10263;1.03088;150.881;0.0600536;-0.837158;6.00536;-83.7158;1.35867;0.617744;1.07285;1.35867;-0.837158;0.0152752;
43.4654;-1;0.709846;1.07367;0;3.14765;0.606234;1.03075;0.599629;0.61807;0.588147;0.606234;0.00131627;1.81724;1.03075;152.304;3.09035;0.874524;309.035;87.4524;1.28711;2.49528;1.79749;1.28711;0.874524;0.520452;0.0114791;0.011832;-1.94035e-05;-2e-05;0.000798663;1.10263;1.03074;151.803;0.0591601;-0.837147;5.91601;-83.7147;1.35906;0.617511;1.07345;1.35906;-0.837147;0.0151863;
43.656;-1;-1.22138;0.408124;0;3.15084;0.607581;1.03048;0.60075;0.619063;0.589608;0.607581;0.00131627;1.81724;1.03048;154.136;3.09532;0.874402;309.532;87.4402;1.28776;2.4977;1.79867;1.28776;0.874402;0.520772;0.011137;0.0114764;-1.94086e-05;-2e-05;0.000798663;1.10263;1.03047;153.636;0.0573819;-0.837083;5.73819;-83.7083;1.35981;0.617033;1.07462;1.35981;-0.837083;0.0149946;
43.7512;-1;-1.07193;-0.714213;0;3.15237;0.60824;1.03035;0.601296;0.619546;0.590322;0.60824;0.00131627;1.81724;1.03035;155.047;3.09773;0.874321;309.773;87.4321;1.28808;2.49888;1.79924;1.28808;0.874321;0.520933;0.0109668;0.0112995;-1.9411e-05;-2e-05;0.000798663;1.10263;1.03034;154.546;0.0564976;-0.837032;5.64976;-83.7032;1.36017;0.616787;1.0752;1.36017;-0.837032;0.014892;
43.7989;-1;-0.650608;-1.11187;0;3.15312;0.608565;1.03029;0.601564;0.619784;0.590675;0.608565;0.00131627;1.81724;1.03029;155.5;3.09892;0.874275;309.892;87.4275;1.28823;2.49946;1.79952;1.28823;0.874275;0.521014;0.0108819;0.0112114;-1.94123e-05;-2e-05;0.000798663;1.10263;1.03028;154.999;0.0560569;-0.837001;5.60569;-83.7001;1.36035;0.616662;1.07548;1.36035;-0.837001;0.0148391;
43.8941;-1;0.47188;-1.19902;0;3.15459;0.609208;1.03016;0.602095;0.620253;0.591374;0.609208;0.00131627;1.81724;1.03016;156.405;3.10126;0.874175;310.126;87.4175;1.28853;2.50061;1.80007;1.28853;0.874175;0.521177;0.0107128;0.0110357;-1.94147e-05;-2e-05;0.000798663;1.10263;1.03015;155.903;0.0551787;-0.836931;5.51787;-83.6931;1.3607;0.61641;1.07604;1.3607;-0.836931;0.0147304;
44.0847;-1;1.06282;0.729525;0;3.1574;0.610465;1.02991;0.603126;0.621163;0.592738;0.610465;0.00131627;1.81724;1.02991;158.203;3.10582;0.873941;310.582;87.3941;1.2891;2.50285;1.80113;1.2891;0.873941;0.521503;0.0103771;0.0106873;-1.94194e-05;-2e-05;0.000798663;1.10263;1.0299;157.7;0.0534367;-0.836759;5.34367;-83.6759;1.36137;0.615898;1.07713;1.36137;-0.836759;0.0145021;
44.1799;-1;0.0981056;1.28564;0;3.15875;0.611079;1.02978;0.603627;0.621605;0.593405;0.611079;0.00131627;1.81724;1.02978;159.096;3.10803;0.873807;310.803;87.3807;1.28938;2.50394;1.80163;1.28938;0.873807;0.521666;0.0102106;0.0105147;-1.94218e-05;-2e-05;0.000798663;1.10263;1.02977;158.593;0.0525733;-0.836656;5.25733;-83.6656;1.36169;0.615637;1.07766;1.36169;-0.836656;0.0143827;
44.3705;-1;-1.27928;-0.165209;0;3.16133;0.612277;1.02954;0.6046;0.622463;0.594706;0.612277;0.00131627;1.81724;1.02954;160.872;3.11231;0.87351;311.231;87.351;1.28991;2.50605;1.80261;1.28991;0.87351;0.521994;0.00988094;0.0101728;-1.94263e-05;-2e-05;0.000798663;1.10263;1.02953;160.368;0.0508638;-0.836424;5.08638;-83.6424;1.36231;0.615109;1.0787;1.36231;-0.836424;0.0141351;
44.4657;-1;-0.685341;-1.09308;0;3.16257;0.612861;1.02943;0.605073;0.622879;0.595341;0.612861;0.00131627;1.81724;1.02943;161.754;3.11439;0.873348;311.439;87.3348;1.29016;2.50708;1.80308;1.29016;0.873348;0.522158;0.00971774;0.0100036;-1.94285e-05;-2e-05;0.000798663;1.10263;1.02942;161.251;0.050018;-0.836293;5.0018;-83.6293;1.36261;0.614842;1.07921;1.36261;-0.836293;0.014007;
